"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C2orf49|C2orf49",7864.19353257292,0.122641613363019,0.0280486185718327,4.3724653693348,1.22851308819262e-05,7.05038052491105e-05
"SMA5|SMA5",33297.8594070993,0.151434298997387,0.0135380738512557,11.1858083107843,4.78524989637101e-29,1.40731490820254e-27
"ZNF14|ZNF14",3945.29672097756,0.128888710664579,0.0414895783650921,3.10653218816562,0.0018929569895308,0.00718945433621261
"KIF21A|KIF21A",16185.2794937038,0.452969223138865,0.0185742027429165,24.3870075829559,2.34916854204497e-131,4.06849889609499e-129
"ZNF136|ZNF136",3640.37539132128,0.166966189824565,0.0432707335226676,3.8586401530979,0.000114019674640862,0.000562234947367007
"UAP1L1|UAP1L1",3087.77956199748,-0.189488357465611,0.0475089355445388,-3.98847827874336,6.64984904294675e-05,0.000341301575729036
"ZNF708|ZNF708",5000.82485276115,0.157099331904073,0.0368561334421504,4.2625017122498,2.02150949323436e-05,0.000112492925637429
"TCHP|TCHP",3357.53924179836,0.134427626675813,0.0466393883855099,2.88227679069602,0.00394812749190622,0.0137795484138697
"TNFAIP8|TNFAIP8",2316.48567524812,-0.928627701756628,0.0613450705251415,-15.1377721764301,9.12529167722025e-52,4.83795650928e-50
"OSGEPL1|OSGEPL1",2407.88813617234,0.190864653641288,0.0570136894807743,3.34769869095473,0.000814855525526181,0.00337527320658426
"CRAMP1|CRAMP1",6643.09129656905,-0.143134558729513,0.0339351491578193,-4.21788506258952,2.46604458972156e-05,0.000134776427138815
"NISCH|NISCH",11509.4160763299,-0.100957074649153,0.0236888707622282,-4.26179346675016,2.02792821463613e-05,0.000112809839691411
"WWP1|WWP1",18447.6533848844,-0.151037267190316,0.0182345897925377,-8.28300877117217,1.20101572581005e-16,1.94799501750273e-15
"PSMA3|PSMA3",12856.1916510284,-0.126872156835576,0.0217304483443449,-5.83845095255907,5.26883883995931e-09,4.60344119946445e-08
"SOX12|SOX12",4672.94345915638,-0.140886265221403,0.0385426326596788,-3.65533580607717,0.000256845554149742,0.00117921992710811
"GOLGA2P7|GOLGA2P7",3075.82644484702,-0.223140885604142,0.0485305971952087,-4.59794229826976,4.26684121134301e-06,2.62149207572738e-05
"TRIM38|TRIM38",9088.23091005966,0.181340196870955,0.0258175959613527,7.02389940343052,2.15760180540953e-12,2.54391371716478e-11
"ST8SIA4|ST8SIA4",3301.86769658987,0.200942098492506,0.0465364749366255,4.3179484214512,1.57486219691882e-05,8.88753695270589e-05
"CALR|CALR",431155.681952246,0.105910222618867,0.00613730602360493,17.2567934874881,9.94841252127068e-67,7.04845027132027e-65
"PALLD|PALLD",4911.3571029297,-0.123751370087764,0.0393451456637444,-3.14527670440924,0.00165929808730124,0.00638919942854852
"BAZ2A|BAZ2A",15393.0667210813,-0.175647456064173,0.0204231036379553,-8.60042915993142,7.94185573929587e-18,1.39559983549498e-16
"PTEN|PTEN",32490.6980907735,0.101623044432166,0.0129792691282488,7.82964305832815,4.89256997240964e-15,7.16060921689662e-14
"ARMT1|ARMT1",9309.46721375472,-0.12366564006893,0.0266477679793343,-4.640750405994,3.47146224995023e-06,2.16265715787267e-05
"DSE|DSE",1453.60070273293,0.253249914352116,0.0738530217462624,3.42910700691719,0.000605570721110485,0.00259029386112764
"DNAJC1|DNAJC1",9431.06151968314,0.105776566236655,0.0251999789377811,4.19748629543771,2.6989398419024e-05,0.000146784282329842
"TSR2|TSR2",5382.32081521398,0.2568483903434,0.0394340923672047,6.51335874429832,7.34887131404386e-11,7.64155151247509e-10
"SLC9A3R2|SLC9A3R2",1771.46332757921,-0.195072907265659,0.0661255183087472,-2.95003974645375,0.00317733051521621,0.0113746097245464
"SMYD4|SMYD4",3719.1831905658,0.119353412088791,0.0427980830703844,2.78875602658433,0.00529109074703609,0.0178743457897814
"C1orf116|C1orf116",26794.694543654,-1.2697167166258,0.0156033463744288,-81.3746414491348,0,0
"SLC43A1|SLC43A1",2785.12439269719,-0.388168585203472,0.0502619018900158,-7.72291876365664,1.13695640606863e-14,1.62286991770987e-13
"MAPK7|MAPK7",481.019973063945,-0.39639148516776,0.127480278671156,-3.10943378301108,0.00187446295213305,0.00712789803242202
"ARPC5L|ARPC5L",3535.12157401227,0.134908947905358,0.0443157245409336,3.04426813062133,0.00233247153145088,0.00866449803639774
"PRH1|PRH1",398.215541205377,-0.721886324455171,0.156950573677005,-4.5994500532427,4.23607738202992e-06,2.60464450310455e-05
"PROSER1|PROSER1",3836.43495282776,0.160285805443838,0.0434035237238482,3.69292148867093,0.000221692481562968,0.00103365860308764
"SCAPER|SCAPER",5866.73118107465,0.101484990129148,0.0330313500991394,3.07238395719684,0.00212356381967404,0.00798359605819086
"NOP10|NOP10",4439.20063345339,-0.172818017574752,0.0393587311523811,-4.39084321355966,1.12911937554634e-05,6.52319633307664e-05
"RNF138P1|RNF138P1",3328.23245974138,-1.11854938434444,0.0478939969551645,-23.3546885926343,1.23498320138401e-120,1.85093107307429e-118
"TMEM179B|TMEM179B",2714.08310108732,-0.122898887366725,0.0508267169756677,-2.41799775156755,0.0156061732473786,0.0457587325821841
"LRP6|LRP6",31309.3579605188,0.119709477628599,0.0135402780851802,8.84099106942426,9.48732429415348e-19,1.75211994991671e-17
