gene_id,LNCaP_DHT_RNA_rep1_batch,LNCaP_DHT_RNA_rep2_batch,LNCaP_Veh_RNA_rep1_batch,LNCaP_Veh_RNA_rep2_batch
LRRC37A|LRRC37A,2.260777,3.321835,2.367915,2.920442
LINC01433|LINC01433,0.0,0.042921,0.0,0.0
ATP6V0C|ATP6V0C,3.309431,3.147474,2.657355,2.534976
MOCS1|MOCS1,3.12721,3.185812,2.8014360000000003,2.707996
LAMA5-AS1|LAMA5-AS1,1.486256,1.4422279999999998,1.161089,0.9329149999999999
SLC27A2|SLC27A2,10.787551,11.505543000000001,10.228404,10.489844
TRIM49|TRIM49,0.298539,0.298974,0.184373,0.342397
MIR4455|MIR4455,0.0,0.0,0.0,0.0
SFTPA1|SFTPA1,0.148118,0.182322,0.140329,0.186085
CASC6|CASC6,0.0,0.0,0.0,0.0
MAGEA9B|MAGEA9B,0.010161,0.014408,0.019215,0.0354
SLC47A1|SLC47A1,0.018164,0.011301,0.025273,0.037681
ATXN2L|ATXN2L,5.155082,5.371745,4.780581000000001,5.022854000000001
LOC101928435|LOC101928435,0.0,0.0,0.0,0.0
PXMP2|PXMP2,17.539291,17.615547,15.809791,15.320689
TLN1|TLN1,24.669807,25.315273,23.26778,23.340033
SNORA23|SNORA23,4.839253,3.249189,4.074226,3.957293
TNFRSF10D|TNFRSF10D,32.860767,33.445236,31.442141,31.570602
LINC00506|LINC00506,0.053652,0.036011,0.037853,0.042165
LOC102724434|LOC102724434,0.0,0.0,0.0,0.0
PTTG1IP|PTTG1IP,94.14734800000001,96.70065699999999,85.787176,88.198415
ADD3-AS1|ADD3-AS1,0.061392,0.02554,0.065161,0.045138
SNORD115-14|SNORD115-14,0.061399,0.0,0.112367,0.006488
GABRP|GABRP,0.0,0.0,0.0,0.0
ZNF341|ZNF341,1.000731,0.959771,0.8035979999999999,0.8674489999999999
SPTB|SPTB,0.288466,0.328022,0.258851,0.250276
SNORD72|SNORD72,0.643868,0.29518,0.26083,0.234507
ZNF592|ZNF592,4.264127,4.328162,3.619348,3.821394
TCEB3B|TCEB3B,0.05098,0.036328,0.016833,0.044857
TMEM89|TMEM89,0.103364,0.086094,0.073778,0.217933
IFITM10|IFITM10,0.031101,0.014491,0.001974,0.010207
RACGAP1|RACGAP1,16.516614999999998,17.119338,14.876622999999999,15.573648
LINC01588|LINC01588,0.380681,0.360283,0.297841,0.37230500000000005
FAM161B|FAM161B,3.312862,3.132974,3.15539,3.270284
MBOAT2|MBOAT2,36.937946,36.624649,20.691414,21.357491
MT3|MT3,0.120244,0.154902,0.054701,0.142608
FTO|FTO,40.330292,41.086201,35.73888,36.386101
MIR544A|MIR544A,0.0,0.0,0.0,0.0
P2RY6|P2RY6,0.0,0.0,0.0,0.009389
PTPRC|PTPRC,0.012912,0.0,0.0,0.013866
PRKY|PRKY,1.240136,1.198649,1.044737,1.14899
SYNE2|SYNE2,20.741375,20.98348,18.329566,19.017072
TNFSF10|TNFSF10,0.580476,0.522575,0.441388,0.54288
CMAS|CMAS,17.453581,17.96924,14.954068,15.617571
KRT37|KRT37,0.0,0.0,0.0,0.0
MYH14|MYH14,10.40017,10.596927,9.079266,9.365072
DOC2B|DOC2B,0.245709,0.21660000000000001,0.139187,0.178341
ALS2|ALS2,7.359630999999999,7.750465,7.4519280000000006,7.745302000000001
NLRP7|NLRP7,1.6006279999999997,1.592228,1.829768,1.7499970000000002
KPNA3|KPNA3,8.286703,8.382998,7.318291,7.642249
SC5D|SC5D,14.711216,14.885031,12.005972,12.270663
NEDD8|NEDD8,80.689613,80.491783,65.749947,66.802948
LOC100129973|LOC100129973,0.17066,0.215276,0.129023,0.114649
TMEM134|TMEM134,6.342922,6.2235,5.357493,5.162601
ADGRA3|ADGRA3,6.911709,7.140133,6.426144,6.317104
MAP3K11|MAP3K11,5.773517,6.204996,5.111448,5.325846
EFTUD2|EFTUD2,44.498836999999995,45.262625,40.306356,41.151872999999995
LINC01057|LINC01057,0.555988,0.610522,0.640437,0.593153
GYPC|GYPC,0.0,0.0,0.0,0.0
ACCS|ACCS,0.0,0.0,0.0,0.0
TMEM191A|TMEM191A,0.648658,0.722873,0.479778,0.500714
CTSLP2|CTSLP2,0.01854,0.015954,0.023978,0.024983
KDM4A-AS1|KDM4A-AS1,0.844671,0.847528,0.684704,0.67344
LOC102724279|LOC102724279,0.0,0.0,0.0,0.0
MIR514B|MIR514B,0.0,0.0,0.0,0.0
PEAK1|PEAK1,0.08786,0.093727,0.078663,0.076774
LINC00399|LINC00399,0.0,0.0,0.0,0.0
SLC51B|SLC51B,0.087802,0.124169,0.024608,0.067958
RHCG|RHCG,0.0,0.0,0.0,0.0
SPG11|SPG11,37.209918,36.725167,35.37449599999999,35.798833
GCNT1|GCNT1,35.461432,36.77011900000001,27.587638000000002,27.820883
CECR6|CECR6,0.071943,0.071102,0.031132,0.032585
ABCE1|ABCE1,56.398531,58.105135000000004,59.069852999999995,60.47292899999999
LOC644936|LOC644936,0.58481,0.698191,0.512558,0.545097
LOC101927914|LOC101927914,0.002895,0.0,0.0,0.0
EWSR1|EWSR1,62.668853999999996,63.01523099999999,56.571450999999996,58.58949600000001
PROK2|PROK2,0.0,0.0,0.0,0.0
MIR4433B|MIR4433B,0.0,0.024116,0.0,0.0
ITIH2|ITIH2,0.0,0.022253,0.03466,0.02301
TELO2|TELO2,1.10004,1.091324,1.115469,1.021889
FAM223B|FAM223B,0.050092,0.038110000000000005,0.125205,0.20386100000000001
TMEM174|TMEM174,0.0,0.0,0.0,0.0
DDX54|DDX54,16.447627,17.085002000000003,14.087914000000001,14.382024
HSPA1L|HSPA1L,4.817215,5.199866999999999,5.561729,5.220708999999999
CRTAM|CRTAM,0.0,0.0,0.0,0.0
HNF1A-AS1|HNF1A-AS1,0.000482,0.000251,0.004376,0.002542
ZNF205|ZNF205,5.453016000000001,5.785565000000001,5.138911,5.425020999999999
LOC100507002|LOC100507002,2.090997,1.829059,1.964505,1.564623
VIPAS39|VIPAS39,15.477466,15.730899999999998,14.652521,14.88669
SEC24D|SEC24D,5.474345,5.438054,4.869853,5.051974
LINC01543|LINC01543,0.0,0.0,0.0,0.0
TNNI3K|TNNI3K,0.0,0.006917,0.0,0.006945
C1orf53|C1orf53,3.724882,3.672998,3.015244,2.533127
DDN|DDN,0.045101,0.050885,0.040637,0.018458
MPP6|MPP6,7.8227660000000006,7.934358,6.9699290000000005,7.178066
TRAF3IP3|TRAF3IP3,0.017467,0.011992,0.0,0.014642
AMMECR1L|AMMECR1L,5.749729,5.939037,5.4203090000000005,5.572813999999999
LOC440700|LOC440700,0.102755,0.125939,0.126036,0.115107
ZNF701|ZNF701,3.012427,3.0284310000000003,2.868855,2.797308
OGG1|OGG1,3.242543,3.351106,3.0933200000000003,2.893432
CCNI2|CCNI2,0.103631,0.105143,0.119913,0.11013
TRO|TRO,0.017587,0.02387,0.02347,0.022535
LINC00430|LINC00430,0.0,0.0,0.0,0.0
HAX1|HAX1,108.611734,110.58668599999999,103.034598,104.83656400000001
MIR4456|MIR4456,0.0,0.0,0.0,0.0
MIR548AE2|MIR548AE2,0.0,0.0,0.0,0.0
EMC9|EMC9,4.989591,5.598571,5.8666,6.022186
LOC102724659|LOC102724659,0.0,0.0,0.0,0.0
MEP1A|MEP1A,0.0,0.0,0.0,0.0
MIR620|MIR620,0.0,0.0,0.0,0.0
UGT3A1|UGT3A1,0.0,0.0,0.0,0.0
GAS5|GAS5,180.61731,188.476639,178.192505,178.54924
STX18-IT1|STX18-IT1,0.271126,0.18426,0.142556,0.127939
SORBS2|SORBS2,7.712211000000001,7.93935,6.109871,5.657323000000001
MIR30B|MIR30B,1.098008,1.253675,0.509465,1.144199
MAPK11|MAPK11,0.526159,0.630085,0.517803,0.551439
MYSM1|MYSM1,10.054034,10.366358,10.143093,10.593488
KIAA0319|KIAA0319,0.10595500000000001,0.07750599999999999,0.069595,0.081097
DKFZp434J0226|DKFZp434J0226,0.0,0.0,0.0,0.0
ENTPD5|ENTPD5,24.471483,24.662086,23.231016,24.123892
ZNF558|ZNF558,11.216342999999998,11.647878,10.624186,10.852788
CMBL|CMBL,12.717665,13.038642,14.479751,14.833256
FLJ23867|FLJ23867,4.522289,4.584662,4.079266,4.002551
FAM86C1|FAM86C1,4.618714000000001,4.890034999999999,4.8382380000000005,4.993712
LINC01272|LINC01272,0.0,0.0,0.0,0.0
PDE7A|PDE7A,5.542919,5.6503749999999995,4.834866,4.791031
C17orf67|C17orf67,1.257692,1.311828,1.357529,1.279498
WDTC1|WDTC1,9.794576,9.785777,8.187088,8.711915000000001
CGB2|CGB2,0.0,0.0,0.0,0.0
ZNF248|ZNF248,15.100713,14.064528000000001,17.325373,12.917814
GNAO1|GNAO1,0.159639,0.098183,0.135055,0.144954
TRPC5|TRPC5,0.029786,0.028719,0.031095,0.038508
BIN3-IT1|BIN3-IT1,0.120859,0.131285,0.15762,0.187372
TNFSF13|TNFSF13,7.322904,7.082273,6.033937,6.032959
TNFRSF11A|TNFRSF11A,1.71724,2.056907,1.437457,1.437667
SNORA71D|SNORA71D,1.373758,0.800336,0.908962,1.039384
XAB2|XAB2,16.47554,16.713644,13.882893,14.337466
DAGLA|DAGLA,0.804745,0.764008,0.525816,0.535474
LOC79160|LOC79160,0.0,0.0,0.0,0.0
TTC19|TTC19,18.976079000000002,19.530608,17.721779,18.072286
SNORD3A|SNORD3A,271.108002,273.41333,306.557556,316.643799
LOC339666|LOC339666,0.04122,0.046369,0.113416,0.078548
ZNF624|ZNF624,3.612979,3.983082,4.131975,4.317248
NSFL1C|NSFL1C,13.719662999999999,14.175845999999998,12.704386000000001,12.821138
LINC00971|LINC00971,0.0,0.0,0.0,0.0
TAAR9|TAAR9,0.0,0.0,0.0,0.0
CDADC1|CDADC1,4.630984000000001,4.793212,4.353993,4.71105
LINC01116|LINC01116,0.0,0.0,0.0,0.0
ELP5|ELP5,15.557013999999999,14.821344,12.862468,13.36888
MIR3127|MIR3127,0.0,0.0,0.018827,0.060931
CACHD1|CACHD1,0.53327,0.535275,0.498094,0.523227
FLG-AS1|FLG-AS1,0.0,0.0,0.0,0.0
ZNF692|ZNF692,3.6636159999999998,3.4051,3.512549,3.619891
PANX1|PANX1,17.445751,17.520914,15.716032,15.898037
LOC101927045|LOC101927045,9.411046,8.905649,9.360566,9.578816
MYO1F|MYO1F,0.060214,0.057476,0.030462,0.038046
CES1P2|CES1P2,0.0,0.0,0.0,0.0
FOLR1|FOLR1,0.354448,0.35755200000000004,0.390763,0.369748
FMOD|FMOD,0.059152,0.038895,0.021709,0.04958
ZRANB1|ZRANB1,18.117874,18.602791,17.021475,17.733782
PARG|PARG,18.60237,18.694374,17.807236,18.24636
RRM2B|RRM2B,31.848599,31.791601,28.986552000000003,29.481191
OR51B4|OR51B4,0.012565,0.052466,0.0,0.044415
SNORD121B|SNORD121B,0.050934,0.018733,0.052744,0.009543
ZNF473|ZNF473,3.814833,3.779448,3.5288350000000004,3.417494
NYAP2|NYAP2,0.0,0.000604,0.0,0.000762
BPIFA2|BPIFA2,0.0,0.0,0.0,0.0
FAM133DP|FAM133DP,3.509275,3.719523,4.158819,4.215526
DSN1|DSN1,8.803659,8.726388,8.173146,8.788806000000001
MIR8084|MIR8084,0.0,0.0,0.0,0.0
MANF|MANF,75.890671,76.753479,80.911613,82.046494
AHI1|AHI1,6.104483000000001,6.225422,6.301015,6.23867
MIR211|MIR211,0.0,0.0,0.0,0.0
SCARNA5|SCARNA5,6.210272,7.824119,6.12309,5.651569
CCR6|CCR6,0.031109,0.019373,0.020255,0.002628
CAV2|CAV2,0.020609,0.017593,0.019603,0.007608
MED7|MED7,15.311202000000002,15.007185999999999,14.794862,15.426987
CT45A9|CT45A9,0.0,0.0,0.0,0.0
KLF10|KLF10,5.034038,4.934418,4.137027,4.395685
AP1AR|AP1AR,26.179335000000002,26.844037,27.456929,28.770852
RQCD1|RQCD1,26.196604,25.805583,25.326476,25.668296999999995
TAT-AS1|TAT-AS1,0.398432,0.207493,0.22283799999999998,0.28626
MIR5189|MIR5189,0.0,0.0,0.037654,0.129153
HOXD11|HOXD11,0.0,0.0,0.0,0.0
CHD7|CHD7,5.291724,5.282273,3.858874,4.044759
CFAP44|CFAP44,1.3701679999999998,1.3700970000000001,1.360048,1.6034059999999999
OR4C6|OR4C6,0.0,0.0,0.0,0.0
GAL3ST4|GAL3ST4,0.074311,0.040384,0.068209,0.074943
ZAK|ZAK,8.478176,8.313627,8.286226,8.436029000000001
GPR1|GPR1,0.043526,0.040914,0.058852,0.052803
MIR1285-2|MIR1285-2,0.0,0.0,0.0,0.0
LOC100289580|LOC100289580,0.706619,0.76368,0.518993,0.52598
LINC00298|LINC00298,0.0,0.0,0.0,0.0
PPP1R42|PPP1R42,0.063794,0.0,0.0,0.0
PEAR1|PEAR1,0.006984,0.013598,0.012208,0.024279
AUTS2|AUTS2,1.0483179999999999,1.060536,0.9687530000000001,0.9807830000000001
MGA|MGA,19.835937,20.437582,19.230013,19.678147000000003
MIR6802|MIR6802,0.078334,0.272474,0.104561,0.348906
CASC4|CASC4,64.892994,67.069508,59.17821,60.256843
CTRL|CTRL,0.478843,0.44148,0.295568,0.458769
NSMAF|NSMAF,12.295589,12.011237999999999,9.847385,9.985247000000001
LOC102467213|LOC102467213,0.0,0.0,0.0,0.0
MIR3606|MIR3606,0.0,0.0,0.0,0.0
LOC100505715|LOC100505715,1.129594,1.106699,1.046842,0.995965
SLCO5A1|SLCO5A1,5.803885,5.689656,6.002629000000001,6.3740749999999995
KLHL30|KLHL30,0.009608,0.004773,0.0,0.003706
LRRC43|LRRC43,0.0,0.0,0.0,0.015714
MIR635|MIR635,0.542523,0.394075,0.215356,0.305325
MIR8078|MIR8078,1.169121,0.816003,0.906496,1.223564
MAGI1|MAGI1,16.403671,16.733437,16.567633,16.971308999999998
DNAJC19|DNAJC19,27.079348,27.313193,25.420551,26.312516999999996
ZNF729|ZNF729,0.141533,0.15679,0.18219,0.152926
EDIL3|EDIL3,0.0,0.0,0.0,0.0
RBMS2|RBMS2,1.884676,2.022041,1.709537,1.825339
FAM224A|FAM224A,0.0,0.07341,0.0,0.0
KHDC1L|KHDC1L,0.0,0.090886,0.0,0.100571
KCNS3|KCNS3,4.463166999999999,4.088592,5.085832,5.109455
RHBDL2|RHBDL2,0.68682,0.635418,0.821617,0.827445
MIR4713|MIR4713,0.0,0.0,0.0,0.0
GLTPD2|GLTPD2,2.251874,2.106054,1.326822,1.44108
LOC101928489|LOC101928489,0.0,0.012878,0.0,0.011844
RPA2|RPA2,19.229763000000002,21.159177,18.015393000000003,19.173852
MIR6088|MIR6088,0.0,0.0,0.0,0.0
SNORA54|SNORA54,0.47365,0.271982,0.349954,0.409321
RNA5S1|RNA5S1,0.0,0.0,0.0,0.0
ATP6AP1|ATP6AP1,14.612931,14.575607,11.877864,11.649743
CASK|CASK,17.421022999999998,17.773786,16.203957,16.445081
PCSK1|PCSK1,0.022394,0.019284,0.0,0.005195
FUT9|FUT9,0.045428,0.046081,0.071722,0.042583
BRINP1|BRINP1,0.0,0.0,0.0,0.0
SV2B|SV2B,0.001096,0.004305,0.0,0.001511
DBNL|DBNL,31.566294,31.881535,29.333558999999997,29.18177
KCNE2|KCNE2,0.913679,1.026206,0.866877,1.038326
POLA2|POLA2,5.505548,5.553394,4.69551,4.740224
SNRPE|SNRPE,82.96061900000001,84.710363,78.776343,81.60471100000001
MIR5701-1|MIR5701-1,0.0,0.0,0.0,0.0
CA9|CA9,0.0,0.0,0.0,0.0
CT45A7|CT45A7,0.0,0.0,0.0,0.0
CRYM|CRYM,1.434091,1.283845,1.208143,1.195297
MSGN1|MSGN1,0.0,0.0,0.0,0.0
SLC22A13|SLC22A13,0.035986,0.025992,0.052539,0.037523
FAM172BP|FAM172BP,0.0,0.0,0.006811,0.0
ERI2|ERI2,18.030268,18.288006000000003,17.055028,17.059309
MIR933|MIR933,0.146093,0.552678,0.0,0.0
SEC22C|SEC22C,21.730823,21.992905,17.711875,17.730266
HEATR1|HEATR1,25.301582,26.131004,24.02725,24.024658
GATM|GATM,0.436515,0.384907,0.315059,0.322189
ARSG|ARSG,7.129244,7.26788,6.453693,6.389217
CDCA3|CDCA3,1.638947,1.569814,1.375697,1.3727399999999998
KIAA0196|KIAA0196,16.102036,16.504354,15.280932,15.875505
C2orf66|C2orf66,0.0,0.014338,0.0,0.005263
CDKN2A|CDKN2A,5.58974,5.770697999999999,4.502561,4.776841
KRTAP3-2|KRTAP3-2,0.0,0.0,0.0,0.0
OR13C3|OR13C3,0.017013,0.011781,0.034035,0.02468
PARP11|PARP11,3.690279,3.717964,3.6583159999999997,3.629956
NCAM2|NCAM2,415.808441,421.431549,403.866486,413.134399
PDZD3|PDZD3,0.0,0.0,0.014532,0.010954
SCARNA27|SCARNA27,0.808227,1.089383,1.076025,1.338169
MIR3179-4|MIR3179-4,0.0,0.0,0.0,0.0
EDC4|EDC4,11.099316,11.134647,10.029862,10.252404
SRSF5|SRSF5,77.344343,80.61075600000001,63.095839,66.704656
OLFM2|OLFM2,2.314705,2.254684,2.23837,2.415218
ERCC8|ERCC8,4.351558,4.724855,3.895643,3.7567489999999997
DNAJC10|DNAJC10,16.087450999999998,16.213820000000002,15.253154000000002,15.641634
PDZK1|PDZK1,0.362658,0.426307,0.32873,0.333524
FRMPD4|FRMPD4,0.0,0.0,0.0,0.0
LINC01482|LINC01482,0.0,0.001469,0.002683,0.009137
ARSB|ARSB,5.828549,6.225085,5.631473000000001,5.718139
MIR5705|MIR5705,0.0,0.0,0.0,0.0
MIR3165|MIR3165,0.034734,0.042637,0.0,0.015832
GORASP1|GORASP1,6.017976,5.836288,4.975585,5.462238000000001
GPATCH2|GPATCH2,16.947707,17.578561999999998,17.280408,17.809582
B4GAT1|B4GAT1,8.753723,8.886702,9.324806,9.55987
EPHA5|EPHA5,0.091514,0.094073,0.059638,0.072108
GUCY2GP|GUCY2GP,0.0,0.0,0.0,0.0
GEMIN2|GEMIN2,8.472505,8.693017,6.558165,6.672041999999999
LGALS1|LGALS1,0.422084,0.182724,0.337409,0.237688
SDK1|SDK1,0.0313,0.033138,0.027687,0.016207
PURA|PURA,41.116055,41.88401,41.228954,42.174397
MIR3924|MIR3924,0.0,0.0,0.0,0.0
BMX|BMX,6.593325,6.573131999999999,5.121818,5.127323
AKAP11|AKAP11,16.550886,17.046326,14.979407,15.46956
PRR13|PRR13,13.922746,14.312006,12.287657,12.732471
SLC35D2|SLC35D2,19.643132,19.671196000000002,18.43629,18.915547999999998
LINC00550|LINC00550,0.003449,0.021352,0.009933,0.0
GATA6|GATA6,0.894899,0.897877,0.955344,0.958014
CTDSP2|CTDSP2,14.174635,14.240678,12.449454,12.36843
OLFML3|OLFML3,0.072337,0.050957,0.059953,0.039918
AATF|AATF,20.447823999999997,20.4832,20.601114,20.765523
ATP5I|ATP5I,179.200048,182.982616,184.91893800000003,188.571358
ZNF202|ZNF202,4.084712,4.136134,4.102308,4.207385
SERINC1|SERINC1,114.308586,116.526436,110.413055,112.328651
MIR217|MIR217,0.0,0.0,0.0,0.0
MIR9-1|MIR9-1,0.0,0.0,0.0,0.0
MIR6785|MIR6785,0.697319,0.359864,0.323852,0.290247
C11orf45|C11orf45,0.028308,0.012553,0.016073,0.011857
PRF1|PRF1,0.0,0.0,0.0,0.0
RNU105B|RNU105B,0.05439,0.05414,0.028525,0.0
MIR302E|MIR302E,0.0,0.0,0.0,0.0
SMCHD1|SMCHD1,57.546619,58.968391,49.488796,50.438736
NDUFAF3|NDUFAF3,15.699477,15.454035000000001,13.254251,13.472717
ZFP69B|ZFP69B,10.97873,11.643076,11.237813,11.409861
LOC101929717|LOC101929717,0.005837,0.006165,0.005186,0.0
SNORD105|SNORD105,0.344093,0.402255,0.406807,0.155057
CCDC80|CCDC80,0.228457,0.239823,0.249531,0.293593
CCDC88A|CCDC88A,4.844186,4.882688,4.281024,4.416754
RNF123|RNF123,8.829434,8.715344,7.869511,7.847585
DSCR4|DSCR4,0.0,0.0,0.0,0.0
PDS5B|PDS5B,21.115149,21.526625,17.826044,18.598026
FIBIN|FIBIN,0.03377,0.028405,0.025355,0.031018
SNX10|SNX10,5.814839,5.537229,4.708087,5.170484
ARHGAP11B|ARHGAP11B,2.319802,1.98441,2.1142930000000004,2.096972
MIR663A|MIR663A,6.015041,5.973294999999999,4.317295,4.506843
RAD51C|RAD51C,31.048752,32.026251,33.049550999999994,33.177411
LOC101927851|LOC101927851,0.290431,0.294736,0.204501,0.222366
CCT6B|CCT6B,7.846688,7.861905,6.876413,7.130075
C2orf83|C2orf83,0.0,0.0,0.0,0.0
UBE2D2|UBE2D2,8.761114,9.437041,8.420915,8.607023
TIPRL|TIPRL,28.363568,29.000264,28.269518,28.686415
MTCP1|MTCP1,0.946345,0.908003,0.761519,0.881338
KCTD9|KCTD9,6.427094,6.47983,4.908306,4.995439
C2orf88|C2orf88,0.130767,0.185335,0.123285,0.152873
ST3GAL3|ST3GAL3,3.6345369999999995,3.9416729999999998,3.0148150000000005,2.9588250000000005
GNAQ|GNAQ,4.638216,4.912118,4.318574,4.345145
CXCR2|CXCR2,0.022692,0.032832,0.0,0.006578
ZNRF3|ZNRF3,2.927658,3.0441119999999997,3.1474320000000002,3.1238780000000004
SNORD73A|SNORD73A,0.000788,0.000909,0.000391,0.000644
SIRPG|SIRPG,0.0,0.0,0.0,0.0
SERPINA4|SERPINA4,0.0,0.0,0.0,0.0
SLC37A4|SLC37A4,7.8974779999999996,7.639163999999999,6.568585000000001,6.874853000000001
ZDHHC14|ZDHHC14,3.129832,3.322589,3.512429,3.634441
OR4K13|OR4K13,0.0,0.0,0.0,0.0
NUP35|NUP35,7.060492,6.890952,6.692756,6.858367
FGF14-AS1|FGF14-AS1,0.0,0.0,0.0,0.0
MIR8052|MIR8052,0.0,0.0,0.0,0.0
SCAF1|SCAF1,5.224273,5.36848,4.272432,4.288244
ISLR2|ISLR2,0.004794,0.002451,0.0,0.002465
MROH7|MROH7,0.0,0.00391,0.0,0.0
GATA1|GATA1,0.056764,0.05056,0.0,0.0
OR10Z1|OR10Z1,0.0,0.0,0.0,0.0
DDX46|DDX46,21.246659,22.078166,19.563606,20.594993000000002
KLF1|KLF1,0.083564,0.168027,0.04765,0.083131
LCK|LCK,0.0,0.0,0.0,0.0
MIR6782|MIR6782,0.205935,0.0,0.0,0.170363
SIX6|SIX6,0.031791,0.015843,0.0,0.0
TMOD2|TMOD2,3.987743,4.136318,4.09544,4.242171
LOC100507250|LOC100507250,0.418451,0.490204,0.361157,0.362264
DLAT|DLAT,26.430176,27.801031,25.717447,26.594576
MYBPH|MYBPH,0.0,0.0,0.0,0.0
C2orf57|C2orf57,0.008172,0.000866,0.008397,0.012543
ACAA1|ACAA1,23.270093,23.317592,17.998213,17.925874999999998
MIR641|MIR641,0.326532,0.361521,0.192705,0.055178
OR2A7|OR2A7,0.833755,0.905919,0.582018,0.650625
MIR4267|MIR4267,0.036101,0.074995,0.036353,0.0
LOC389834|LOC389834,3.207933,3.212339,3.001729,3.070828
LRRK2|LRRK2,0.0,0.0,0.0,0.0
LOC101928020|LOC101928020,0.657937,0.630778,0.562441,0.626757
LOC285593|LOC285593,0.06256300000000001,0.046020000000000005,0.035982,0.038889
KLF3|KLF3,8.282511,8.517407,6.701933,7.082737
DLSTP1|DLSTP1,1.151495,1.112416,0.92529,1.035583
G2E3|G2E3,7.781394000000001,7.84238,7.651072,7.827374
NFYC|NFYC,16.469772,16.889956,14.658541,14.415616
P4HA3|P4HA3,0.333269,0.279534,0.28707,0.330441
CX3CL1|CX3CL1,0.0,0.0,0.003594,0.0
ZNF678|ZNF678,15.056899999999999,15.016958,14.946202,16.996285999999998
MED12L|MED12L,1.012036,1.05127,0.801658,0.828966
SNORD1C|SNORD1C,8.612239,9.181789,4.399518,4.093403
B4GALNT1|B4GALNT1,1.7158510000000002,1.721149,1.401777,1.3644129999999999
PC|PC,6.090819,6.256346,5.583779,5.48338
MIR924|MIR924,0.0,0.0,0.071992,0.071691
TBC1D10A|TBC1D10A,4.191343,4.361896,3.923573,3.76601
LCORL|LCORL,7.702359,7.953001,6.847593,6.968458
ACSL3|ACSL3,87.823852,90.33503,74.500217,76.06953
DSG1|DSG1,0.040394,0.045059,0.027658,0.031202
ARHGEF1|ARHGEF1,2.7168330000000003,2.798463,2.3592370000000003,2.5704219999999998
C1orf159|C1orf159,0.66517,0.666428,0.66977,0.589456
KRT38|KRT38,0.0,0.0,0.0,0.0
ADAM11|ADAM11,1.507488,1.463465,1.403425,1.468791
GPR137B|GPR137B,4.523221,4.368036,3.63747,3.682029
ZCCHC2|ZCCHC2,7.488943000000001,7.510306,6.179031,6.134105999999999
SPAG16|SPAG16,4.107226,4.21515,4.764411,4.7255009999999995
MYCL|MYCL,3.705012,3.9856459999999996,2.98719,3.2346969999999997
TRIM27|TRIM27,29.142753,29.082447000000002,26.226408,27.179373
RASAL1|RASAL1,0.0,0.0,0.015677,0.015117
TMEM248|TMEM248,29.052088,29.150963,26.559258,27.55455
LOC101928622|LOC101928622,0.0,0.008141,0.011814,0.018092
SEMA3B|SEMA3B,3.231346,3.0945419999999997,3.047397,3.2596939999999996
LINC01585|LINC01585,0.239781,0.228618,0.187969,0.215339
ASB4|ASB4,0.0,0.0,0.0,0.0
LMO7|LMO7,1.026896,1.088974,1.0441099999999999,1.007714
MIR548W|MIR548W,0.0,0.0,0.0,0.0
CHEK2P2|CHEK2P2,0.0,0.092766,0.0,0.188361
LOC100288748|LOC100288748,1.484523,1.930714,1.613242,1.760599
C5orf34|C5orf34,2.960549,2.853423,2.426577,2.717606
HCG8|HCG8,0.120103,0.09931100000000001,0.122059,0.17183800000000002
FAM19A4|FAM19A4,0.354503,0.461634,0.327246,0.329505
MYO15A|MYO15A,0.035934,0.039138,0.041742,0.045181
MYH15|MYH15,0.441854,0.418995,0.333184,0.37241
PTMA|PTMA,644.84053,658.718582,608.079399,620.763893
TTTY3|TTTY3,0.0,0.0,0.0,0.0
NT5DC3|NT5DC3,2.988981,3.056639,1.804893,1.974207
CLTB|CLTB,53.185488,49.785778,44.538009,42.383852
IRAIN|IRAIN,0.036498,0.038131,0.023589,0.034331
NCK1|NCK1,11.463956,11.38932,10.518723,10.914588
MISP|MISP,0.113262,0.147883,0.152402,0.196161
MST1P2|MST1P2,0.354016,0.351675,0.337358,0.322717
HDHD3|HDHD3,5.520555,5.835554,5.249326,5.377365
LINC01484|LINC01484,0.0,0.0,0.0,0.0
CD24|CD24,10.925858999999999,11.175325,9.772628999999998,9.77767
LINC00547|LINC00547,0.0,0.000635,0.0,0.000537
EPHX1|EPHX1,45.172700000000006,45.270921,41.08766299999999,41.878597
NKX3-1|NKX3-1,196.217025,198.706928,36.789518,38.165749000000005
STX11|STX11,0.013941,0.007754,0.010117,0.010247
MIR4660|MIR4660,0.0,0.0,0.0,0.0
UBE2L6|UBE2L6,1.006321,1.176914,0.9634670000000001,1.013555
LOC284648|LOC284648,0.05128,0.05351,0.026497,0.035446
ATAD3C|ATAD3C,0.619437,0.625292,0.527912,0.529123
S100A7A|S100A7A,0.0,0.0,0.0,0.0
DEFB128|DEFB128,0.0,0.0,0.0,0.0
FAM218A|FAM218A,4.19357,4.57886,4.038901,4.025118
LOC149950|LOC149950,0.0,0.0,0.0,0.0
NLGN1|NLGN1,4.546163,4.667711,4.206706,4.124266
THAP2|THAP2,0.725106,0.72785,0.7901,0.879174
LST1|LST1,0.0,0.0,0.0,0.0
REN|REN,0.083899,0.126434,0.083018,0.030556
LOC100132741|LOC100132741,0.0,0.0,0.0,0.0
ERCC2|ERCC2,4.328532,3.971649,3.248949,3.512848
SNORA25|SNORA25,379.6828,394.813019,305.181122,313.497894
